"yd_var","yd_var_name","var"
yd_zxdac3gti6mlallpr,所有产品下最近6个月逾期次数大于等于3的账户数,zxdac3gti6mlallpr
yd_zxdac1gti9mlallpr,所有产品下最近9个月逾期次数大于等于1的账户数,zxdac1gti9mlallpr
yd_zxdac2gti9mlallpr,所有产品下最近9个月逾期次数大于等于2的账户数,zxdac2gti9mlallpr
yd_zxdac3gti9mlallpr,所有产品下最近9个月逾期次数大于等于3的账户数,zxdac3gti9mlallpr
yd_zxdac1gti12mlallpr,所有产品下最近12个月逾期次数大于等于1的账户数,zxdac1gti12mlallpr
yd_zxdac2gti12mlallpr,所有产品下最近12个月逾期次数大于等于2的账户数,zxdac2gti12mlallpr
yd_zxdac3gti12mlallpr,所有产品下最近12个月逾期次数大于等于3的账户数,zxdac3gti12mlallpr
yd_zxdac1gti24mlallpr,所有产品下最近24个月逾期次数大于等于1的账户数,zxdac1gti24mlallpr
yd_zxdac2gti24mlallpr,所有产品下最近24个月逾期次数大于等于2的账户数,zxdac2gti24mlallpr
yd_zxdac3gti24mlallpr,所有产品下最近24个月逾期次数大于等于3的账户数,zxdac3gti24mlallpr
yd_zxdac1gti36mlallpr,所有产品下最近36个月逾期次数大于等于1的账户数,zxdac1gti36mlallpr
yd_zxdac2gti36mlallpr,所有产品下最近36个月逾期次数大于等于2的账户数,zxdac2gti36mlallpr
yd_zxdac3gti36mlallpr,所有产品下最近36个月逾期次数大于等于3的账户数,zxdac3gti36mlallpr
yd_zxdac1gti48mlallpr,所有产品下最近48个月逾期次数大于等于1的账户数,zxdac1gti48mlallpr
yd_zxdac2gti48mlallpr,所有产品下最近48个月逾期次数大于等于2的账户数,zxdac2gti48mlallpr
yd_zxdac3gti48mlallpr,所有产品下最近48个月逾期次数大于等于3的账户数,zxdac3gti48mlallpr
yd_zxdac1gti60mlallpr,所有产品下最近60个月逾期次数大于等于1的账户数,zxdac1gti60mlallpr
yd_zxdac2gti60mlallpr,所有产品下最近60个月逾期次数大于等于2的账户数,zxdac2gti60mlallpr
yd_zxdac3gti60mlallpr,所有产品下最近60个月逾期次数大于等于3的账户数,zxdac3gti60mlallpr
yd_zxdac1gti3mlplpr,贷款产品下最近3个月逾期次数大于等于1的账户数,zxdac1gti3mlplpr
yd_zxdac2gti3mlplpr,贷款产品下最近3个月逾期次数大于等于2的账户数,zxdac2gti3mlplpr
yd_zxdac3gti3mlplpr,贷款产品下最近3个月逾期次数大于等于3的账户数,zxdac3gti3mlplpr
yd_zxdac1gti6mlplpr,贷款产品下最近6个月逾期次数大于等于1的账户数,zxdac1gti6mlplpr
yd_zxdac2gti6mlplpr,贷款产品下最近6个月逾期次数大于等于2的账户数,zxdac2gti6mlplpr
yd_zxdac3gti6mlplpr,贷款产品下最近6个月逾期次数大于等于3的账户数,zxdac3gti6mlplpr
yd_zxdac1gti9mlplpr,贷款产品下最近9个月逾期次数大于等于1的账户数,zxdac1gti9mlplpr
yd_zxdac2gti9mlplpr,贷款产品下最近9个月逾期次数大于等于2的账户数,zxdac2gti9mlplpr
yd_zxdac3gti9mlplpr,贷款产品下最近9个月逾期次数大于等于3的账户数,zxdac3gti9mlplpr
yd_zxdac1gti12mlplpr,贷款产品下最近12个月逾期次数大于等于1的账户数,zxdac1gti12mlplpr
yd_zxdac2gti12mlplpr,贷款产品下最近12个月逾期次数大于等于2的账户数,zxdac2gti12mlplpr
yd_zxdac3gti12mlplpr,贷款产品下最近12个月逾期次数大于等于3的账户数,zxdac3gti12mlplpr
yd_zxdac1gti24mlplpr,贷款产品下最近24个月逾期次数大于等于1的账户数,zxdac1gti24mlplpr
yd_zxdac2gti24mlplpr,贷款产品下最近24个月逾期次数大于等于2的账户数,zxdac2gti24mlplpr
yd_zxdac3gti24mlplpr,贷款产品下最近24个月逾期次数大于等于3的账户数,zxdac3gti24mlplpr
yd_zxdac1gti36mlplpr,贷款产品下最近36个月逾期次数大于等于1的账户数,zxdac1gti36mlplpr
yd_zxdac2gti36mlplpr,贷款产品下最近36个月逾期次数大于等于2的账户数,zxdac2gti36mlplpr
yd_zxdac3gti36mlplpr,贷款产品下最近36个月逾期次数大于等于3的账户数,zxdac3gti36mlplpr
yd_zxdac1gti48mlplpr,贷款产品下最近48个月逾期次数大于等于1的账户数,zxdac1gti48mlplpr
yd_zxdac2gti48mlplpr,贷款产品下最近48个月逾期次数大于等于2的账户数,zxdac2gti48mlplpr
yd_zxdac3gti48mlplpr,贷款产品下最近48个月逾期次数大于等于3的账户数,zxdac3gti48mlplpr
yd_zxdac1gti60mlplpr,贷款产品下最近60个月逾期次数大于等于1的账户数,zxdac1gti60mlplpr
yd_zxdac2gti60mlplpr,贷款产品下最近60个月逾期次数大于等于2的账户数,zxdac2gti60mlplpr
yd_zxdac3gti60mlplpr,贷款产品下最近60个月逾期次数大于等于3的账户数,zxdac3gti60mlplpr
yd_zxdac1gti3mlaccpr,信用卡产品下最近3个月逾期次数大于等于1的账户数,zxdac1gti3mlaccpr
yd_zxdac2gti3mlaccpr,信用卡产品下最近3个月逾期次数大于等于2的账户数,zxdac2gti3mlaccpr
yd_zxdac3gti3mlaccpr,信用卡产品下最近3个月逾期次数大于等于3的账户数,zxdac3gti3mlaccpr
yd_zxdac1gti6mlaccpr,信用卡产品下最近6个月逾期次数大于等于1的账户数,zxdac1gti6mlaccpr
yd_zxdac2gti6mlaccpr,信用卡产品下最近6个月逾期次数大于等于2的账户数,zxdac2gti6mlaccpr
yd_zxdac3gti6mlaccpr,信用卡产品下最近6个月逾期次数大于等于3的账户数,zxdac3gti6mlaccpr
yd_zxdac1gti9mlaccpr,信用卡产品下最近9个月逾期次数大于等于1的账户数,zxdac1gti9mlaccpr
yd_zxdac2gti9mlaccpr,信用卡产品下最近9个月逾期次数大于等于2的账户数,zxdac2gti9mlaccpr
yd_zxdac3gti9mlaccpr,信用卡产品下最近9个月逾期次数大于等于3的账户数,zxdac3gti9mlaccpr
yd_zxdac1gti12mlaccpr,信用卡产品下最近12个月逾期次数大于等于1的账户数,zxdac1gti12mlaccpr
yd_zxdac2gti12mlaccpr,信用卡产品下最近12个月逾期次数大于等于2的账户数,zxdac2gti12mlaccpr
yd_zxdac3gti12mlaccpr,信用卡产品下最近12个月逾期次数大于等于3的账户数,zxdac3gti12mlaccpr
yd_zxdac1gti24mlaccpr,信用卡产品下最近24个月逾期次数大于等于1的账户数,zxdac1gti24mlaccpr
yd_zxdac2gti24mlaccpr,信用卡产品下最近24个月逾期次数大于等于2的账户数,zxdac2gti24mlaccpr
yd_zxdac3gti24mlaccpr,信用卡产品下最近24个月逾期次数大于等于3的账户数,zxdac3gti24mlaccpr
yd_zxdac1gti36mlaccpr,信用卡产品下最近36个月逾期次数大于等于1的账户数,zxdac1gti36mlaccpr
yd_zxdac2gti36mlaccpr,信用卡产品下最近36个月逾期次数大于等于2的账户数,zxdac2gti36mlaccpr
yd_zxdac3gti36mlaccpr,信用卡产品下最近36个月逾期次数大于等于3的账户数,zxdac3gti36mlaccpr
yd_zxdac1gti48mlaccpr,信用卡产品下最近48个月逾期次数大于等于1的账户数,zxdac1gti48mlaccpr
yd_zxdac2gti48mlaccpr,信用卡产品下最近48个月逾期次数大于等于2的账户数,zxdac2gti48mlaccpr
yd_zxdac3gti48mlaccpr,信用卡产品下最近48个月逾期次数大于等于3的账户数,zxdac3gti48mlaccpr
yd_zxdac1gti60mlaccpr,信用卡产品下最近60个月逾期次数大于等于1的账户数,zxdac1gti60mlaccpr
yd_zxdac2gti60mlaccpr,信用卡产品下最近60个月逾期次数大于等于2的账户数,zxdac2gti60mlaccpr
yd_zxdac3gti60mlaccpr,信用卡产品下最近60个月逾期次数大于等于3的账户数,zxdac3gti60mlaccpr
yd_zxdac1gti3mlccpr,贷记卡产品下最近3个月逾期次数大于等于1的账户数,zxdac1gti3mlccpr
yd_zxdac2gti3mlccpr,贷记卡产品下最近3个月逾期次数大于等于2的账户数,zxdac2gti3mlccpr
yd_zxdac3gti3mlccpr,贷记卡产品下最近3个月逾期次数大于等于3的账户数,zxdac3gti3mlccpr
yd_zxdac1gti6mlccpr,贷记卡产品下最近6个月逾期次数大于等于1的账户数,zxdac1gti6mlccpr
yd_zxdac2gti6mlccpr,贷记卡产品下最近6个月逾期次数大于等于2的账户数,zxdac2gti6mlccpr
yd_zxdac3gti6mlccpr,贷记卡产品下最近6个月逾期次数大于等于3的账户数,zxdac3gti6mlccpr
yd_zxdac1gti9mlccpr,贷记卡产品下最近9个月逾期次数大于等于1的账户数,zxdac1gti9mlccpr
yd_zxdac2gti9mlccpr,贷记卡产品下最近9个月逾期次数大于等于2的账户数,zxdac2gti9mlccpr
yd_zxdac3gti9mlccpr,贷记卡产品下最近9个月逾期次数大于等于3的账户数,zxdac3gti9mlccpr
yd_zxdac1gti12mlccpr,贷记卡产品下最近12个月逾期次数大于等于1的账户数,zxdac1gti12mlccpr
yd_zxdac2gti12mlccpr,贷记卡产品下最近12个月逾期次数大于等于2的账户数,zxdac2gti12mlccpr
yd_zxdac3gti12mlccpr,贷记卡产品下最近12个月逾期次数大于等于3的账户数,zxdac3gti12mlccpr
yd_zxdac1gti24mlccpr,贷记卡产品下最近24个月逾期次数大于等于1的账户数,zxdac1gti24mlccpr
yd_zxdac2gti24mlccpr,贷记卡产品下最近24个月逾期次数大于等于2的账户数,zxdac2gti24mlccpr
yd_zxdac3gti24mlccpr,贷记卡产品下最近24个月逾期次数大于等于3的账户数,zxdac3gti24mlccpr
yd_zxdac1gti36mlccpr,贷记卡产品下最近36个月逾期次数大于等于1的账户数,zxdac1gti36mlccpr
yd_zxdac2gti36mlccpr,贷记卡产品下最近36个月逾期次数大于等于2的账户数,zxdac2gti36mlccpr
yd_zxdac3gti36mlccpr,贷记卡产品下最近36个月逾期次数大于等于3的账户数,zxdac3gti36mlccpr
yd_zxdac1gti48mlccpr,贷记卡产品下最近48个月逾期次数大于等于1的账户数,zxdac1gti48mlccpr
yd_zxdac2gti48mlccpr,贷记卡产品下最近48个月逾期次数大于等于2的账户数,zxdac2gti48mlccpr
yd_zxdac3gti48mlccpr,贷记卡产品下最近48个月逾期次数大于等于3的账户数,zxdac3gti48mlccpr
yd_zxdac1gti60mlccpr,贷记卡产品下最近60个月逾期次数大于等于1的账户数,zxdac1gti60mlccpr
yd_zxdac2gti60mlccpr,贷记卡产品下最近60个月逾期次数大于等于2的账户数,zxdac2gti60mlccpr
yd_zxdac3gti60mlccpr,贷记卡产品下最近60个月逾期次数大于等于3的账户数,zxdac3gti60mlccpr
yd_zxdac1gti3mlqccpr,准贷记卡产品下最近3个月逾期次数大于等于1的账户数,zxdac1gti3mlqccpr
yd_zxdac2gti3mlqccpr,准贷记卡产品下最近3个月逾期次数大于等于2的账户数,zxdac2gti3mlqccpr
yd_zxdac3gti3mlqccpr,准贷记卡产品下最近3个月逾期次数大于等于3的账户数,zxdac3gti3mlqccpr
yd_zxdac1gti6mlqccpr,准贷记卡产品下最近6个月逾期次数大于等于1的账户数,zxdac1gti6mlqccpr
yd_zxdac2gti6mlqccpr,准贷记卡产品下最近6个月逾期次数大于等于2的账户数,zxdac2gti6mlqccpr
yd_zxdac3gti6mlqccpr,准贷记卡产品下最近6个月逾期次数大于等于3的账户数,zxdac3gti6mlqccpr
yd_zxdac1gti9mlqccpr,准贷记卡产品下最近9个月逾期次数大于等于1的账户数,zxdac1gti9mlqccpr
yd_zxdac2gti9mlqccpr,准贷记卡产品下最近9个月逾期次数大于等于2的账户数,zxdac2gti9mlqccpr
yd_zxdac3gti9mlqccpr,准贷记卡产品下最近9个月逾期次数大于等于3的账户数,zxdac3gti9mlqccpr
yd_zxdac1gti12mlqccpr,准贷记卡产品下最近12个月逾期次数大于等于1的账户数,zxdac1gti12mlqccpr
yd_zxdac2gti12mlqccpr,准贷记卡产品下最近12个月逾期次数大于等于2的账户数,zxdac2gti12mlqccpr
yd_zxdac3gti12mlqccpr,准贷记卡产品下最近12个月逾期次数大于等于3的账户数,zxdac3gti12mlqccpr
yd_zxdac1gti24mlqccpr,准贷记卡产品下最近24个月逾期次数大于等于1的账户数,zxdac1gti24mlqccpr
yd_zxdac2gti24mlqccpr,准贷记卡产品下最近24个月逾期次数大于等于2的账户数,zxdac2gti24mlqccpr
yd_zxdac3gti24mlqccpr,准贷记卡产品下最近24个月逾期次数大于等于3的账户数,zxdac3gti24mlqccpr
yd_zxdac1gti36mlqccpr,准贷记卡产品下最近36个月逾期次数大于等于1的账户数,zxdac1gti36mlqccpr
yd_zxdac2gti36mlqccpr,准贷记卡产品下最近36个月逾期次数大于等于2的账户数,zxdac2gti36mlqccpr
yd_zxdac3gti36mlqccpr,准贷记卡产品下最近36个月逾期次数大于等于3的账户数,zxdac3gti36mlqccpr
yd_zxdac1gti48mlqccpr,准贷记卡产品下最近48个月逾期次数大于等于1的账户数,zxdac1gti48mlqccpr
yd_zxdac2gti48mlqccpr,准贷记卡产品下最近48个月逾期次数大于等于2的账户数,zxdac2gti48mlqccpr
yd_zxdac3gti48mlqccpr,准贷记卡产品下最近48个月逾期次数大于等于3的账户数,zxdac3gti48mlqccpr
yd_zxdac1gti60mlqccpr,准贷记卡产品下最近60个月逾期次数大于等于1的账户数,zxdac1gti60mlqccpr
yd_zxdac2gti60mlqccpr,准贷记卡产品下最近60个月逾期次数大于等于2的账户数,zxdac2gti60mlqccpr
yd_zxdac3gti60mlqccpr,准贷记卡产品下最近60个月逾期次数大于等于3的账户数,zxdac3gti60mlqccpr
yd_zxdac1gte1mlallpr,所有产品下最近1个月逾期期数≥1的账户数,zxdac1gte1mlallpr
yd_zxdac2gte1mlallpr,所有产品下最近1个月逾期期数≥2的账户数,zxdac2gte1mlallpr
yd_zxdac3gte1mlallpr,所有产品下最近1个月逾期期数≥3的账户数,zxdac3gte1mlallpr
yd_zxdac1gte3mlallpr,所有产品下最近3个月逾期期数≥1的账户数,zxdac1gte3mlallpr
yd_zxdac2gte3mlallpr,所有产品下最近3个月逾期期数≥2的账户数,zxdac2gte3mlallpr
yd_zxdac3gte3mlallpr,所有产品下最近3个月逾期期数≥3的账户数,zxdac3gte3mlallpr
yd_zxdac1gte6mlallpr,所有产品下最近6个月逾期期数≥1的账户数,zxdac1gte6mlallpr
yd_zxdac2gte6mlallpr,所有产品下最近6个月逾期期数≥2的账户数,zxdac2gte6mlallpr
yd_zxdac3gte6mlallpr,所有产品下最近6个月逾期期数≥3的账户数,zxdac3gte6mlallpr
yd_zxdac1gte9mlallpr,所有产品下最近9个月逾期期数≥1的账户数,zxdac1gte9mlallpr
yd_zxdac2gte9mlallpr,所有产品下最近9个月逾期期数≥2的账户数,zxdac2gte9mlallpr
yd_zxdac3gte9mlallpr,所有产品下最近9个月逾期期数≥3的账户数,zxdac3gte9mlallpr
yd_zxdac1gte12mlallpr,所有产品下最近12个月逾期期数≥1的账户数,zxdac1gte12mlallpr
yd_zxdac2gte12mlallpr,所有产品下最近12个月逾期期数≥2的账户数,zxdac2gte12mlallpr
yd_zxdac3gte12mlallpr,所有产品下最近12个月逾期期数≥3的账户数,zxdac3gte12mlallpr
yd_zxdac1gte24mlallpr,所有产品下最近24个月逾期期数≥1的账户数,zxdac1gte24mlallpr
yd_zxdac2gte24mlallpr,所有产品下最近24个月逾期期数≥2的账户数,zxdac2gte24mlallpr
yd_zxdac3gte24mlallpr,所有产品下最近24个月逾期期数≥3的账户数,zxdac3gte24mlallpr
yd_zxdac1gte36mlallpr,所有产品下最近36个月逾期期数≥1的账户数,zxdac1gte36mlallpr
yd_zxdac2gte36mlallpr,所有产品下最近36个月逾期期数≥2的账户数,zxdac2gte36mlallpr
yd_zxdac3gte36mlallpr,所有产品下最近36个月逾期期数≥3的账户数,zxdac3gte36mlallpr
yd_zxdac1gte48mlallpr,所有产品下最近48个月逾期期数≥1的账户数,zxdac1gte48mlallpr
yd_zxdac2gte48mlallpr,所有产品下最近48个月逾期期数≥2的账户数,zxdac2gte48mlallpr
yd_zxdac3gte48mlallpr,所有产品下最近48个月逾期期数≥3的账户数,zxdac3gte48mlallpr
yd_zxdac1gte60mlallpr,所有产品下最近60个月逾期期数≥1的账户数,zxdac1gte60mlallpr
yd_zxdac2gte60mlallpr,所有产品下最近60个月逾期期数≥2的账户数,zxdac2gte60mlallpr
yd_zxdac3gte60mlallpr,所有产品下最近60个月逾期期数≥3的账户数,zxdac3gte60mlallpr
yd_zxdac1gte1mlplpr,贷款产品下最近1个月逾期期数≥1的账户数,zxdac1gte1mlplpr
yd_zxdac2gte1mlplpr,贷款产品下最近1个月逾期期数≥2的账户数,zxdac2gte1mlplpr
yd_zxdac3gte1mlplpr,贷款产品下最近1个月逾期期数≥3的账户数,zxdac3gte1mlplpr
yd_zxdac1gte3mlplpr,贷款产品下最近3个月逾期期数≥1的账户数,zxdac1gte3mlplpr
yd_zxdac2gte3mlplpr,贷款产品下最近3个月逾期期数≥2的账户数,zxdac2gte3mlplpr
yd_zxdac3gte3mlplpr,贷款产品下最近3个月逾期期数≥3的账户数,zxdac3gte3mlplpr
yd_zxdac1gte6mlplpr,贷款产品下最近6个月逾期期数≥1的账户数,zxdac1gte6mlplpr
yd_zxdac2gte6mlplpr,贷款产品下最近6个月逾期期数≥2的账户数,zxdac2gte6mlplpr
yd_zxdac3gte6mlplpr,贷款产品下最近6个月逾期期数≥3的账户数,zxdac3gte6mlplpr
yd_zxdac1gte9mlplpr,贷款产品下最近9个月逾期期数≥1的账户数,zxdac1gte9mlplpr
yd_zxdac2gte9mlplpr,贷款产品下最近9个月逾期期数≥2的账户数,zxdac2gte9mlplpr
yd_zxdac3gte9mlplpr,贷款产品下最近9个月逾期期数≥3的账户数,zxdac3gte9mlplpr
yd_zxdac1gte12mlplpr,贷款产品下最近12个月逾期期数≥1的账户数,zxdac1gte12mlplpr
yd_zxdac2gte12mlplpr,贷款产品下最近12个月逾期期数≥2的账户数,zxdac2gte12mlplpr
yd_zxdac3gte12mlplpr,贷款产品下最近12个月逾期期数≥3的账户数,zxdac3gte12mlplpr
yd_zxdac1gte24mlplpr,贷款产品下最近24个月逾期期数≥1的账户数,zxdac1gte24mlplpr
yd_zxdac2gte24mlplpr,贷款产品下最近24个月逾期期数≥2的账户数,zxdac2gte24mlplpr
yd_zxdac3gte24mlplpr,贷款产品下最近24个月逾期期数≥3的账户数,zxdac3gte24mlplpr
yd_zxdac1gte36mlplpr,贷款产品下最近36个月逾期期数≥1的账户数,zxdac1gte36mlplpr
yd_zxdac2gte36mlplpr,贷款产品下最近36个月逾期期数≥2的账户数,zxdac2gte36mlplpr
yd_zxdac3gte36mlplpr,贷款产品下最近36个月逾期期数≥3的账户数,zxdac3gte36mlplpr
yd_zxdac1gte48mlplpr,贷款产品下最近48个月逾期期数≥1的账户数,zxdac1gte48mlplpr
yd_zxdac2gte48mlplpr,贷款产品下最近48个月逾期期数≥2的账户数,zxdac2gte48mlplpr
yd_zxdac3gte48mlplpr,贷款产品下最近48个月逾期期数≥3的账户数,zxdac3gte48mlplpr
yd_zxdac1gte60mlplpr,贷款产品下最近60个月逾期期数≥1的账户数,zxdac1gte60mlplpr
yd_zxdac2gte60mlplpr,贷款产品下最近60个月逾期期数≥2的账户数,zxdac2gte60mlplpr
yd_zxdac3gte60mlplpr,贷款产品下最近60个月逾期期数≥3的账户数,zxdac3gte60mlplpr
yd_zxdac1gte1mlaccpr,信用卡产品下最近1个月逾期期数≥1的账户数,zxdac1gte1mlaccpr
yd_zxdac2gte1mlaccpr,信用卡产品下最近1个月逾期期数≥2的账户数,zxdac2gte1mlaccpr
yd_zxdac3gte1mlaccpr,信用卡产品下最近1个月逾期期数≥3的账户数,zxdac3gte1mlaccpr
yd_zxdac1gte3mlaccpr,信用卡产品下最近3个月逾期期数≥1的账户数,zxdac1gte3mlaccpr
yd_zxdac2gte3mlaccpr,信用卡产品下最近3个月逾期期数≥2的账户数,zxdac2gte3mlaccpr
yd_zxdac3gte3mlaccpr,信用卡产品下最近3个月逾期期数≥3的账户数,zxdac3gte3mlaccpr
yd_zxdac1gte6mlaccpr,信用卡产品下最近6个月逾期期数≥1的账户数,zxdac1gte6mlaccpr
yd_zxdac2gte6mlaccpr,信用卡产品下最近6个月逾期期数≥2的账户数,zxdac2gte6mlaccpr
yd_zxdac3gte6mlaccpr,信用卡产品下最近6个月逾期期数≥3的账户数,zxdac3gte6mlaccpr
yd_zxdac1gte9mlaccpr,信用卡产品下最近9个月逾期期数≥1的账户数,zxdac1gte9mlaccpr
yd_zxdac2gte9mlaccpr,信用卡产品下最近9个月逾期期数≥2的账户数,zxdac2gte9mlaccpr
yd_zxdac3gte9mlaccpr,信用卡产品下最近9个月逾期期数≥3的账户数,zxdac3gte9mlaccpr
yd_zxdac1gte12mlaccpr,信用卡产品下最近12个月逾期期数≥1的账户数,zxdac1gte12mlaccpr
yd_zxdac2gte12mlaccpr,信用卡产品下最近12个月逾期期数≥2的账户数,zxdac2gte12mlaccpr
yd_zxdac3gte12mlaccpr,信用卡产品下最近12个月逾期期数≥3的账户数,zxdac3gte12mlaccpr
yd_zxdac1gte24mlaccpr,信用卡产品下最近24个月逾期期数≥1的账户数,zxdac1gte24mlaccpr
yd_zxdac2gte24mlaccpr,信用卡产品下最近24个月逾期期数≥2的账户数,zxdac2gte24mlaccpr
yd_zxdac3gte24mlaccpr,信用卡产品下最近24个月逾期期数≥3的账户数,zxdac3gte24mlaccpr
yd_zxdac1gte36mlaccpr,信用卡产品下最近36个月逾期期数≥1的账户数,zxdac1gte36mlaccpr
yd_zxdac2gte36mlaccpr,信用卡产品下最近36个月逾期期数≥2的账户数,zxdac2gte36mlaccpr
yd_zxdac3gte36mlaccpr,信用卡产品下最近36个月逾期期数≥3的账户数,zxdac3gte36mlaccpr
yd_zxdac1gte48mlaccpr,信用卡产品下最近48个月逾期期数≥1的账户数,zxdac1gte48mlaccpr
yd_zxdac2gte48mlaccpr,信用卡产品下最近48个月逾期期数≥2的账户数,zxdac2gte48mlaccpr
yd_zxdac3gte48mlaccpr,信用卡产品下最近48个月逾期期数≥3的账户数,zxdac3gte48mlaccpr
yd_zxdac1gte60mlaccpr,信用卡产品下最近60个月逾期期数≥1的账户数,zxdac1gte60mlaccpr
yd_zxdac2gte60mlaccpr,信用卡产品下最近60个月逾期期数≥2的账户数,zxdac2gte60mlaccpr
yd_zxdac3gte60mlaccpr,信用卡产品下最近60个月逾期期数≥3的账户数,zxdac3gte60mlaccpr
yd_zxdac1gte1mlccpr,贷记卡产品下最近1个月逾期期数≥1的账户数,zxdac1gte1mlccpr
